user_id,item,gender,city,device,channel,age_bucket,user_active_days_7,user_ctr,item_price,item_popularity,time_since_last_click,hist_item_seq,click,conversion
1675869,item_ELEC_944,M,Guangzhou,iOS,other,25-34,5,0.11946087321423643,346.2041544615558,0.3675175942584185,2.4083776332495397,"item_SPORT_650,item_ELEC_754,item_FOOD_102,item_ELEC_364,item_CLOTH_521,item_BEAUTY_846,item_HOME_211,item_CLOTH_542,item_CLOTH_234,item_BEAUTY_246,item_BEAUTY_388,item_SPORT_246,item_ELEC_364,item_BEAUTY_608,item_BEAUTY_188,item_FOOD_382,item_FOOD_461,item_FOOD_725,item_SPORT_345,item_BEAUTY_358,item_BEAUTY_481,item_SPORT_667,item_FOOD_711",1,0
1635632,item_SPORT_308,F,Hangzhou,iOS,ad,18-24,0,0.36108819412081106,10.0,0.22109368748852362,8.590578871767207,"item_FOOD_862,item_CLOTH_649,item_SPORT_224,item_FOOD_887,item_ELEC_509,item_CLOTH_490,item_ELEC_561,item_SPORT_690,item_BEAUTY_824,item_BEAUTY_729,item_ELEC_528,item_FOOD_907,item_HOME_171,item_BEAUTY_576,item_SPORT_764,item_SPORT_967,item_CLOTH_493,item_FOOD_452,item_BEAUTY_479,item_FOOD_459,item_FOOD_250,item_ELEC_655,item_ELEC_348,item_BEAUTY_981,item_BEAUTY_613,item_ELEC_772,item_ELEC_595,item_ELEC_756",1,0
1285824,item_CLOTH_441,M,Hangzhou,Android,push,25-34,6,0.386990065980042,188.01722092691853,0.03336155153280763,32.952720770345664,"item_CLOTH_501,item_CLOTH_623,item_FOOD_283,item_SPORT_357,item_CLOTH_580,item_SPORT_992,item_CLOTH_184,item_HOME_928,item_FOOD_463,item_ELEC_710,item_BEAUTY_362,item_CLOTH_340,item_HOME_810,item_ELEC_767,item_SPORT_216,item_SPORT_119,item_CLOTH_347,item_HOME_482,item_ELEC_350,item_CLOTH_649,item_FOOD_291,item_FOOD_428,item_CLOTH_634",0,0
1015031,item_ELEC_331,M,Hangzhou,iOS,ad,45-54,3,0.1807883704593588,160.3012822536121,0.32298265115957137,19.41998243945894,"item_FOOD_329,item_HOME_432,item_FOOD_500,item_ELEC_992,item_FOOD_601,item_FOOD_883,item_FOOD_679",1,0
1389543,item_ELEC_495,F,Beijing,Android,push,35-44,3,0.3311371592918816,249.28182427673374,0.39055149810455136,11.382559418534536,"item_BEAUTY_779,item_CLOTH_993,item_CLOTH_859,item_FOOD_697,item_ELEC_980,item_ELEC_482,item_BEAUTY_258,item_BEAUTY_408",1,0
1454321,item_SPORT_615,F,Others,iOS,ad,>=55,3,0.19559989885958634,299.40705447774417,0.1791536731911387,47.74606746069459,"item_ELEC_696,item_ELEC_960,item_CLOTH_331,item_BEAUTY_103,item_ELEC_445,item_HOME_437,item_CLOTH_614,item_HOME_538,item_CLOTH_564,item_HOME_446,item_ELEC_725,item_HOME_544,item_HOME_756",1,0
1230219,item_HOME_450,M,Beijing,Web,other,18-24,2,0.17997171683088833,69.78031691455965,0.2225541365582469,11.861673822790586,"item_HOME_349,item_FOOD_852,item_FOOD_621,item_BEAUTY_218,item_FOOD_536,item_HOME_224,item_FOOD_817,item_FOOD_532,item_HOME_400,item_ELEC_634,item_HOME_478,item_SPORT_585,item_SPORT_217,item_HOME_315,item_CLOTH_943,item_FOOD_133",1,1
1794838,item_FOOD_895,F,Shenzhen,Web,push,>=55,6,0.29695087927330743,74.07926543051315,0.07570793270892395,3.146755653649961,"item_ELEC_497,item_HOME_140,item_ELEC_706,item_HOME_966,item_SPORT_606,item_HOME_680,item_CLOTH_905,item_SPORT_970,item_FOOD_736,item_FOOD_594,item_ELEC_888,item_BEAUTY_113,item_HOME_129,item_SPORT_294,item_BEAUTY_591,item_ELEC_610,item_HOME_468,item_HOME_546,item_BEAUTY_952,item_CLOTH_648,item_BEAUTY_325,item_SPORT_479,item_BEAUTY_662,item_ELEC_484,item_HOME_700,item_FOOD_338",0,0
1166961,item_HOME_264,M,Shanghai,Android,ad,35-44,2,0.028188321307718905,254.2240856525051,0.3536657647511399,1.716956648316743,"item_ELEC_871,item_SPORT_211,item_BEAUTY_536,item_BEAUTY_752,item_FOOD_594,item_HOME_102,item_BEAUTY_965,item_HOME_768,item_ELEC_763,item_FOOD_311,item_CLOTH_147,item_BEAUTY_945,item_BEAUTY_908,item_FOOD_175,item_SPORT_344,item_FOOD_662,item_FOOD_413,item_BEAUTY_770,item_HOME_276,item_BEAUTY_775",0,0
1479755,item_CLOTH_336,F,Shenzhen,Android,other,>=55,2,0.24437296096192168,328.7006335381207,0.29131403869101086,41.274720363405464,,0,0
1153436,item_ELEC_279,F,Guangzhou,Android,other,25-34,7,0.34714254934034877,304.7011525210785,0.5407550337447753,33.978956278878414,"item_CLOTH_109,item_FOOD_845,item_SPORT_780",1,0
1347652,item_FOOD_858,Unknown,Guangzhou,Web,push,18-24,0,0.17314494075890968,165.48381971043543,0.10725444073079474,4.985109622381399,"item_HOME_769,item_ELEC_877,item_ELEC_160,item_FOOD_588,item_CLOTH_165",0,0
1974091,item_BEAUTY_525,F,Shenzhen,Web,other,45-54,3,0.2216099704394942,10.0,0.27291218442927656,60.22209711500183,,1,1
1668703,item_ELEC_986,M,Guangzhou,Web,push,35-44,0,0.041841751616520435,58.49897495549293,0.3329498622478373,11.89043322080763,"item_ELEC_529,item_SPORT_273,item_FOOD_923,item_BEAUTY_921,item_ELEC_983",0,0
1423895,item_FOOD_828,F,Guangzhou,Web,push,<18,4,0.45581179151285617,10.0,0.1478170922179412,33.03220748999137,"item_CLOTH_952,item_CLOTH_761,item_ELEC_395,item_SPORT_441,item_CLOTH_816,item_FOOD_708,item_CLOTH_672,item_SPORT_869,item_BEAUTY_316,item_CLOTH_987,item_FOOD_420,item_BEAUTY_100,item_BEAUTY_322,item_FOOD_546,item_CLOTH_884,item_HOME_476,item_BEAUTY_161,item_FOOD_133,item_FOOD_296,item_BEAUTY_616,item_FOOD_654,item_ELEC_561,item_CLOTH_577",1,0
1219814,item_CLOTH_187,F,Beijing,Web,other,>=55,2,0.1384897150342127,158.82422949551486,0.45885242402299337,57.93580069385577,"item_CLOTH_766,item_HOME_931,item_FOOD_482,item_CLOTH_707,item_SPORT_348",0,0
1063143,item_SPORT_169,F,Beijing,Web,other,35-44,5,0.22328678931681123,176.6689423362218,0.28036382617692857,111.4872740011278,"item_HOME_302,item_FOOD_177,item_SPORT_705,item_SPORT_830,item_HOME_613,item_CLOTH_428,item_ELEC_525,item_BEAUTY_111,item_FOOD_241,item_FOOD_808,item_ELEC_310,item_ELEC_942,item_HOME_331,item_CLOTH_738,item_ELEC_917,item_SPORT_552,item_CLOTH_760",0,0
1881447,item_BEAUTY_449,M,Others,Android,other,35-44,0,0.10991649193437833,64.91275750545695,0.607256256547476,13.77000913089289,"item_CLOTH_807,item_BEAUTY_177,item_CLOTH_524,item_SPORT_642,item_FOOD_611,item_FOOD_511,item_BEAUTY_184,item_ELEC_694,item_BEAUTY_946,item_ELEC_783,item_FOOD_487,item_ELEC_643,item_BEAUTY_304,item_BEAUTY_770,item_SPORT_949,item_FOOD_565,item_CLOTH_957,item_ELEC_697,item_SPORT_138,item_FOOD_386",0,0
1491586,item_HOME_704,M,Beijing,Web,push,<18,7,0.22344598159963827,223.53530754932856,0.17480933371499183,4.197801476355279,"item_HOME_721,item_BEAUTY_727,item_CLOTH_884,item_FOOD_610,item_CLOTH_955,item_BEAUTY_214,item_BEAUTY_831,item_BEAUTY_848,item_FOOD_870,item_FOOD_179,item_HOME_410,item_CLOTH_517,item_ELEC_542,item_BEAUTY_777,item_ELEC_281,item_CLOTH_188,item_SPORT_623,item_HOME_334,item_FOOD_721,item_ELEC_661",0,0
1624296,item_BEAUTY_958,M,Shanghai,iOS,other,45-54,4,0.05785111971292055,106.79698712082894,0.3791845758955727,30.01822776767367,"item_BEAUTY_615,item_SPORT_384,item_FOOD_843,item_SPORT_757,item_HOME_421,item_CLOTH_889,item_HOME_154,item_BEAUTY_638,item_SPORT_471,item_BEAUTY_535,item_HOME_992,item_HOME_785,item_CLOTH_839,item_BEAUTY_712",0,0
1288343,item_BEAUTY_115,Unknown,Guangzhou,Web,other,<18,5,0.2572030521500234,134.16915739838865,0.3258409386695419,8.342855949875954,"item_CLOTH_105,item_HOME_253,item_CLOTH_673,item_SPORT_984,item_ELEC_962,item_BEAUTY_648,item_BEAUTY_313,item_BEAUTY_611,item_SPORT_491,item_SPORT_442,item_HOME_279,item_ELEC_633,item_FOOD_255,item_ELEC_205,item_BEAUTY_824,item_ELEC_532,item_BEAUTY_660,item_HOME_113,item_FOOD_422,item_HOME_655,item_HOME_571,item_BEAUTY_773,item_HOME_595,item_HOME_276,item_BEAUTY_278,item_ELEC_414,item_ELEC_760,item_BEAUTY_916",1,0
1056133,item_HOME_737,M,Hangzhou,Web,organic,<18,5,0.16668200470926486,10.0,0.18579774485699777,3.536916703617278,"item_ELEC_357,item_SPORT_834,item_CLOTH_804,item_ELEC_955,item_BEAUTY_874,item_ELEC_720,item_BEAUTY_996,item_SPORT_559,item_FOOD_309,item_CLOTH_299,item_HOME_573,item_HOME_211",0,0
1211616,item_SPORT_561,F,Others,Android,push,18-24,0,0.0742117559054206,136.70949946485146,0.5117337406059017,2.7008054077914347,,0,0
1137503,item_SPORT_576,M,Beijing,Web,organic,<18,4,0.2513718126202496,384.7244376028353,0.11758142926297864,12.266947734667678,"item_FOOD_912,item_HOME_533,item_FOOD_556,item_ELEC_218,item_HOME_994,item_ELEC_954,item_HOME_472,item_ELEC_818,item_ELEC_427,item_HOME_604,item_HOME_650,item_FOOD_808,item_HOME_926,item_FOOD_376,item_HOME_322,item_ELEC_559,item_FOOD_536,item_HOME_903,item_CLOTH_679,item_BEAUTY_718,item_SPORT_911,item_SPORT_475,item_FOOD_210,item_HOME_706,item_FOOD_103,item_CLOTH_573,item_SPORT_145,item_CLOTH_715",1,0
1207432,item_BEAUTY_809,M,Guangzhou,Web,organic,<18,4,0.3247085226243381,117.56734901855629,0.260147886560147,0.8539580458289093,"item_FOOD_199,item_HOME_344,item_FOOD_888",1,0
1143247,item_ELEC_157,F,Shenzhen,Android,other,>=55,5,0.13680048880988493,102.19114813796953,0.12302987065551214,32.73857160546295,"item_CLOTH_319,item_FOOD_933,item_HOME_436,item_HOME_181,item_SPORT_757,item_FOOD_877,item_ELEC_349,item_BEAUTY_464,item_HOME_707,item_SPORT_925,item_FOOD_299,item_HOME_779,item_HOME_808,item_HOME_840,item_BEAUTY_486,item_FOOD_659,item_HOME_204,item_HOME_343,item_HOME_457,item_SPORT_126,item_SPORT_108,item_BEAUTY_152,item_BEAUTY_642,item_FOOD_392,item_FOOD_192,item_HOME_139,item_FOOD_478,item_HOME_770,item_FOOD_306,item_BEAUTY_612",1,0
1579020,item_ELEC_489,F,Hangzhou,iOS,push,18-24,4,0.2119520800282689,205.01078322497423,0.3468500803386045,0.6607790753666599,"item_ELEC_514,item_FOOD_677,item_HOME_577,item_SPORT_518,item_BEAUTY_629,item_ELEC_538,item_BEAUTY_102,item_CLOTH_131,item_ELEC_237,item_ELEC_857,item_ELEC_196,item_BEAUTY_650,item_ELEC_580,item_HOME_989,item_HOME_329,item_HOME_171,item_ELEC_403,item_HOME_911,item_BEAUTY_627,item_SPORT_758,item_CLOTH_633",0,0
1113683,item_CLOTH_835,Unknown,Shenzhen,iOS,organic,<18,2,0.10388919881043923,354.7567568629973,0.6990590899661793,4.173802725787317,"item_SPORT_301,item_HOME_294,item_SPORT_824,item_FOOD_435,item_ELEC_103,item_SPORT_339,item_CLOTH_272,item_CLOTH_877,item_FOOD_714,item_SPORT_272,item_HOME_896,item_FOOD_235,item_SPORT_430,item_FOOD_535,item_SPORT_700,item_ELEC_333,item_FOOD_187,item_BEAUTY_137,item_BEAUTY_482,item_HOME_572,item_FOOD_126,item_ELEC_189,item_HOME_571,item_FOOD_595",0,0
1590850,item_FOOD_657,F,Hangzhou,Android,other,45-54,4,0.3517662539018378,451.8575726941995,0.36455981634559065,10.63270754089733,"item_SPORT_116,item_BEAUTY_962",0,0
1570789,item_SPORT_134,F,Hangzhou,Web,push,35-44,4,0.2195825228569419,115.02468456399241,0.12385760792446966,2.5482134903546436,"item_HOME_526,item_BEAUTY_405,item_SPORT_842,item_HOME_275,item_CLOTH_380,item_ELEC_321,item_BEAUTY_332,item_FOOD_794,item_SPORT_153,item_FOOD_354,item_FOOD_399,item_HOME_951,item_FOOD_494,item_CLOTH_410,item_SPORT_402,item_FOOD_217,item_FOOD_265,item_BEAUTY_960,item_HOME_657,item_FOOD_591",1,0
1888064,item_CLOTH_543,M,Beijing,iOS,organic,>=55,3,0.12485093049553804,233.28921240288886,0.7214061467385602,30.39415705054028,"item_SPORT_421,item_ELEC_974,item_ELEC_989,item_BEAUTY_153,item_FOOD_578,item_CLOTH_252,item_ELEC_205,item_CLOTH_238,item_ELEC_531,item_ELEC_760,item_HOME_205,item_BEAUTY_586,item_ELEC_643,item_CLOTH_898,item_SPORT_208,item_BEAUTY_192,item_FOOD_630,item_BEAUTY_731,item_BEAUTY_329",0,0
1481865,item_CLOTH_584,M,Beijing,iOS,organic,25-34,3,0.21002734711044782,221.54426959568377,0.6295440715293542,2.5830374010836503,"item_BEAUTY_231,item_BEAUTY_644,item_HOME_436,item_SPORT_424,item_ELEC_231,item_CLOTH_299,item_SPORT_955,item_BEAUTY_228,item_ELEC_209,item_BEAUTY_488,item_FOOD_846,item_FOOD_278,item_SPORT_201,item_ELEC_323,item_CLOTH_676",0,0
1109832,item_CLOTH_818,Unknown,Hangzhou,iOS,organic,18-24,6,0.25911885289903197,313.17068275505204,0.459971925143986,6.277773056059347,"item_HOME_171,item_BEAUTY_730,item_HOME_758,item_ELEC_332,item_BEAUTY_402",1,0
1321948,item_BEAUTY_185,F,Beijing,iOS,ad,>=55,7,0.1380553800232323,175.18095092446887,0.31475612555258875,56.59971048342784,"item_HOME_326,item_SPORT_431,item_HOME_945,item_CLOTH_102,item_HOME_168,item_SPORT_379,item_SPORT_621,item_ELEC_212,item_BEAUTY_338,item_SPORT_138,item_CLOTH_197,item_BEAUTY_600,item_HOME_116,item_FOOD_704,item_CLOTH_457,item_BEAUTY_176,item_ELEC_529",1,0
1496302,item_HOME_946,M,Hangzhou,iOS,other,45-54,2,0.10865263321347646,63.924691107730574,0.32322493752563036,16.69754861157211,"item_CLOTH_841,item_BEAUTY_455,item_ELEC_563,item_BEAUTY_443,item_BEAUTY_868,item_ELEC_659,item_HOME_566,item_HOME_692,item_BEAUTY_571,item_ELEC_342,item_ELEC_236,item_CLOTH_743,item_CLOTH_496,item_CLOTH_619,item_BEAUTY_157,item_FOOD_333,item_HOME_581,item_BEAUTY_164,item_HOME_583",0,0
1305093,item_HOME_529,M,Beijing,Android,other,>=55,7,0.27934821219269373,202.783376783012,0.4716398618758337,23.949142464966275,,1,0
1290132,item_BEAUTY_663,F,Shanghai,Android,organic,35-44,4,0.2224020800136267,376.48414641622713,0.36083104972450236,4.54545818142442,"item_SPORT_246,item_CLOTH_143,item_FOOD_445,item_ELEC_604,item_ELEC_562,item_HOME_370,item_HOME_953,item_SPORT_412,item_HOME_960,item_HOME_752,item_CLOTH_831,item_HOME_902,item_FOOD_754,item_SPORT_745,item_HOME_610,item_BEAUTY_635,item_FOOD_627,item_HOME_687,item_SPORT_650,item_SPORT_286,item_FOOD_950,item_BEAUTY_592,item_ELEC_975,item_HOME_526,item_CLOTH_337",1,0
1251474,item_BEAUTY_455,Unknown,Hangzhou,Web,push,>=55,4,0.35472088803027996,10.0,0.6823356909318009,58.749649062400195,"item_SPORT_547,item_FOOD_916,item_BEAUTY_895,item_BEAUTY_746,item_CLOTH_695,item_SPORT_916,item_FOOD_564,item_SPORT_153,item_SPORT_542,item_ELEC_480,item_SPORT_147,item_ELEC_273,item_BEAUTY_696,item_SPORT_735,item_ELEC_159,item_CLOTH_974,item_SPORT_278,item_ELEC_707,item_HOME_164",0,0
1485851,item_BEAUTY_269,M,Shenzhen,iOS,ad,35-44,3,0.20940243490483765,10.0,0.3311606928470661,3.0341483761648878,"item_HOME_851,item_HOME_537,item_HOME_716,item_ELEC_699,item_HOME_232,item_BEAUTY_149,item_ELEC_398,item_HOME_496,item_SPORT_163,item_SPORT_646,item_FOOD_781,item_BEAUTY_749,item_HOME_632,item_SPORT_412,item_SPORT_157,item_FOOD_167,item_SPORT_384,item_CLOTH_595,item_CLOTH_144,item_BEAUTY_268,item_FOOD_197,item_HOME_627,item_CLOTH_864,item_ELEC_557,item_BEAUTY_864,item_BEAUTY_443,item_FOOD_775",0,0
1900107,item_SPORT_618,F,Beijing,Android,ad,35-44,1,0.059153382872943465,10.0,0.2346994372465339,68.20178738544054,"item_FOOD_776,item_HOME_632,item_FOOD_978,item_FOOD_164,item_FOOD_794,item_BEAUTY_824,item_HOME_226",0,0
1948519,item_SPORT_766,M,Shanghai,iOS,other,18-24,1,0.21615880471892357,267.68176601301747,0.29976532534003486,11.110645460253313,"item_FOOD_416,item_CLOTH_130,item_SPORT_190,item_CLOTH_964,item_FOOD_488",0,0
1710945,item_BEAUTY_410,F,Beijing,Android,ad,>=55,7,0.18584028648065862,147.64994891225916,0.2619130992273843,24.83611592427345,"item_ELEC_196,item_ELEC_789,item_FOOD_237,item_FOOD_439,item_ELEC_377,item_CLOTH_898,item_BEAUTY_401,item_HOME_254,item_CLOTH_130,item_CLOTH_679,item_ELEC_498,item_FOOD_542,item_SPORT_397,item_HOME_809",0,0
1926509,item_FOOD_375,F,Beijing,Android,ad,<18,1,0.19115728998263562,343.5721657237914,0.5542435498102649,64.05889119836141,"item_SPORT_723,item_BEAUTY_351,item_FOOD_813,item_ELEC_535,item_ELEC_470,item_FOOD_350,item_BEAUTY_955,item_SPORT_930,item_FOOD_449,item_FOOD_174,item_ELEC_438,item_BEAUTY_464,item_CLOTH_125,item_SPORT_253,item_HOME_317,item_FOOD_154,item_BEAUTY_802,item_BEAUTY_418,item_FOOD_746,item_ELEC_513,item_FOOD_110,item_FOOD_390,item_BEAUTY_116,item_BEAUTY_816,item_CLOTH_697,item_SPORT_111",0,0
1996288,item_FOOD_851,M,Shanghai,iOS,other,>=55,6,0.3751192972415442,202.1943221610264,0.18017148333545457,13.21034115652613,"item_HOME_977,item_HOME_769,item_CLOTH_970,item_HOME_517,item_BEAUTY_326,item_ELEC_951,item_BEAUTY_226,item_FOOD_940,item_CLOTH_563,item_ELEC_419,item_SPORT_110,item_HOME_954,item_SPORT_713,item_ELEC_844,item_FOOD_526,item_HOME_702,item_HOME_838,item_FOOD_912,item_BEAUTY_944,item_ELEC_187,item_CLOTH_651,item_CLOTH_764,item_BEAUTY_344",0,0
1760100,item_BEAUTY_678,F,Beijing,iOS,push,45-54,3,0.19995658860312476,296.2144183182129,0.02296233134970715,3.5374823741425763,"item_HOME_979,item_HOME_199,item_ELEC_567,item_HOME_753,item_HOME_258,item_CLOTH_473,item_HOME_661,item_HOME_406,item_HOME_302,item_SPORT_356,item_ELEC_784,item_CLOTH_867,item_BEAUTY_121,item_CLOTH_153,item_BEAUTY_905,item_ELEC_908,item_HOME_687,item_HOME_150",0,0
1861937,item_SPORT_489,F,Shenzhen,iOS,push,25-34,7,0.27878368887075156,191.6786285480256,0.686273300049847,10.269529726788829,"item_HOME_200,item_ELEC_885,item_BEAUTY_217,item_BEAUTY_454,item_ELEC_558,item_HOME_982,item_CLOTH_578,item_SPORT_831,item_FOOD_137,item_ELEC_581,item_CLOTH_364,item_SPORT_788,item_ELEC_456,item_CLOTH_454,item_ELEC_864,item_ELEC_136,item_SPORT_831,item_SPORT_802,item_SPORT_700,item_ELEC_640,item_FOOD_288,item_SPORT_566,item_SPORT_809,item_CLOTH_620,item_SPORT_573,item_CLOTH_812,item_FOOD_619,item_BEAUTY_573,item_FOOD_248",1,0
1782025,item_FOOD_281,F,Beijing,Android,organic,18-24,7,0.16287102382092392,46.499575671152805,0.22150660372031547,9.287961202076334,"item_BEAUTY_907,item_ELEC_925,item_SPORT_777",0,0
1463173,item_BEAUTY_209,F,Hangzhou,iOS,organic,35-44,7,0.40227479120471277,240.94411237667015,0.05091976243477801,47.833144026627394,"item_BEAUTY_674,item_FOOD_501,item_CLOTH_279,item_CLOTH_506,item_ELEC_512,item_SPORT_237,item_FOOD_529,item_ELEC_715,item_SPORT_179,item_HOME_490,item_FOOD_710,item_FOOD_873,item_ELEC_943,item_CLOTH_252,item_SPORT_860",1,0
1277907,item_ELEC_344,F,Guangzhou,Web,other,<18,1,0.2797713705908284,131.57110615483114,0.1583677411422078,19.41683661910087,"item_HOME_187,item_CLOTH_992,item_FOOD_527,item_FOOD_856,item_BEAUTY_512,item_BEAUTY_889,item_ELEC_331,item_HOME_571,item_SPORT_828,item_BEAUTY_974",1,0
1941666,item_FOOD_939,M,Others,Android,organic,>=55,2,0.22983193018802858,216.45190340803464,0.050353479707391784,1.0962980612859443,"item_HOME_222,item_ELEC_829,item_SPORT_594,item_HOME_317,item_BEAUTY_917,item_SPORT_167,item_ELEC_615,item_HOME_887,item_CLOTH_479",1,1
