log_time,user_id,item_id,gender,age_bucket,city,device,channel,category,brand,price,impression_position,user_active_days_7,user_ctr,text_desc,click,conversion
2025-12-11 02:28:00,10002,item_ELEC_00204,F,45-54,Hangzhou,Web,recommendation,Electronics,EliteGear,375.77,6,2,0.04,Wireless mouse wireless charging with voice assistant HD quality,0,0
2025-11-22 05:57:00,10003,item_ELEC_00209,F,18-24,Guangzhou,iOS,search,Electronics,SoundMax,227.92,7,5,0.08,Webcam silver shockproof with ANC Lightning port,0,0
2025-11-28 02:48:00,10003,item_CLOT_00583,F,18-24,Guangzhou,iOS,recommendation,Clothing,StyleCo,786.39,2,5,0.08,Cotton t-shirt sleeveless classic design,0,0
2025-12-04 11:31:00,10003,item_HOME_01137,F,18-24,Guangzhou,iOS,search,Home,BrandY,691.19,3,5,0.08,Clock natural wood vintage style large capacity with LED light,0,0
2025-11-17 05:57:00,10004,item_SPOR_01808,M,25-34,Shenzhen,Android,recommendation,Sports,BrandS,115.2,1,7,0.13,Dumbbell set purple lightweight ergonomic grip,1,0
2025-11-22 10:31:00,10004,item_SPOR_01981,M,25-34,Shenzhen,Android,organic,Sports,BrandS,929.26,6,7,0.13,Dumbbell set for training breathable material,0,0
2025-11-26 01:14:00,10004,item_CLOT_00637,M,25-34,Shenzhen,Android,recommendation,Clothing,UrbanWear,51.31,4,7,0.13,Hoodie pullover style athletic fit premium blend,0,0
2025-11-30 22:00:00,10004,item_SPOR_01776,M,25-34,Shenzhen,Android,push,Sports,FitGear,939.97,3,7,0.13,Foam roller arch support ergonomic grip,0,0
2025-11-16 09:07:00,10005,item_ELEC_00041,F,55+,Guangzhou,Web,organic,Electronics,TechPro,830.15,3,6,0.28,Smart watch black 48h battery ultra HD waterproof IPX7,0,0
2025-11-18 00:22:00,10005,item_CLOT_00475,F,55+,Guangzhou,Web,organic,Clothing,BrandD,674.92,6,6,0.28,Dress shirt black oversized streetwear,1,0
2025-11-26 15:43:00,10005,item_CLOT_00602,F,55+,Guangzhou,Web,push,Clothing,BrandD,135.77,9,6,0.28,Jeans soft cotton pullover style,0,0
2025-11-29 18:24:00,10005,item_CLOT_00487,F,55+,Guangzhou,Web,push,Clothing,ClassicFit,934.32,4,6,0.28,Cardigan classic design premium blend,0,0
2025-12-02 06:54:00,10005,item_BEAU_01557,F,55+,Guangzhou,Web,ad,Beauty,BrandQ,425.07,1,6,0.28,Facial serum fragrance-free brightening,0,0
2025-12-07 07:27:00,10005,item_CLOT_00387,F,55+,Guangzhou,Web,recommendation,Clothing,UrbanWear,246.24,8,6,0.28,Jacket white 3/4 sleeve with buttons,0,0
2025-11-18 14:40:00,10006,item_ELEC_00202,M,35-44,Shenzhen,Android,push,Electronics,BrandA,155.11,1,6,0.01,Smart watch with ANC Bluetooth 5.0,0,0
2025-11-23 00:53:00,10006,item_ELEC_00265,M,35-44,Shenzhen,Android,ad,Electronics,TechPro,409.91,3,6,0.01,Tablet rose gold shockproof 24h battery,0,0
2025-11-27 14:08:00,10006,item_BEAU_01487,M,35-44,Shenzhen,Android,recommendation,Beauty,PureSkin,203.94,7,6,0.01,Face mask with niacinamide dermatologist tested,0,0
2025-12-01 12:30:00,10006,item_FOOD_00781,M,35-44,Shenzhen,Android,organic,Food,BrandZ,496.45,1,6,0.01,Dark chocolate artisan made with chia seeds family size,0,0
2025-12-02 12:49:00,10006,item_FOOD_00904,M,35-44,Shenzhen,Android,organic,Food,BrandZ,716.52,2,6,0.01,Honey with coconut vegan,0,0
2025-12-09 11:17:00,10006,item_SPOR_01915,M,35-44,Shenzhen,Android,ad,Sports,BrandU,930.14,10,6,0.01,Jump rope moisture-wicking cushioned sole unisex design,0,0
2025-11-14 00:56:00,10007,item_BEAU_01379,F,25-34,Guangzhou,iOS,search,Beauty,PureSkin,500.45,9,1,0.03,Eye cream anti-aging 50ml bottle for all skin types,1,0
2025-11-15 22:03:00,10007,item_FOOD_00857,F,25-34,Guangzhou,iOS,push,Food,BrandC,474.48,6,1,0.03,Coffee beans with chia seeds low sugar 250g pack,0,0
2025-11-21 14:35:00,10007,item_SPOR_01837,F,25-34,Guangzhou,iOS,recommendation,Sports,BrandU,574.44,9,1,0.03,Jump rope neon green women's fit arch support for yoga,0,0
2025-11-22 10:39:00,10007,item_FOOD_00932,F,25-34,Guangzhou,iOS,ad,Food,PureLife,908.86,10,1,0.03,Nuts mix with coconut 500g pack,0,0
2025-11-22 23:18:00,10007,item_BEAU_01588,F,25-34,Guangzhou,iOS,search,Beauty,GlowLab,473.79,1,1,0.03,Moisturizer paraben-free hydrating formula for dry skin,0,0
2025-12-09 23:33:00,10007,item_BEAU_01648,F,25-34,Guangzhou,iOS,recommendation,Beauty,GlowLab,497.5,9,1,0.03,Cleanser for dry skin with vitamin C paraben-free,0,0
2025-11-12 04:20:00,10008,item_CLOT_00485,F,25-34,Guangzhou,Android,organic,Clothing,BrandD,304.93,6,3,0.02,Cardigan streetwear slim fit pullover style,0,0
2025-11-13 11:25:00,10008,item_CLOT_00532,F,25-34,Guangzhou,Android,push,Clothing,ClassicFit,380.12,10,3,0.02,Jeans business casual with buttons,1,0
2025-11-15 02:07:00,10008,item_BEAU_01604,F,25-34,Guangzhou,Android,ad,Beauty,BeautyEssence,32.73,3,3,0.02,Essence soothing for dry skin with vitamin C,1,1
2025-11-22 17:33:00,10008,item_CLOT_00357,F,25-34,Guangzhou,Android,recommendation,Clothing,StyleCo,231.28,8,3,0.02,Sweater casual style oversized with zipper,0,0
2025-11-25 02:29:00,10008,item_BEAU_01655,F,25-34,Guangzhou,Android,search,Beauty,BeautyEssence,711.4,1,3,0.02,Lip balm fragrance-free with hyaluronic acid,0,0
2025-11-22 12:10:00,10009,item_BEAU_01494,F,18-24,Shenzhen,Web,push,Beauty,PureSkin,492.71,4,7,0.22,Sunscreen dermatologist tested with vitamin C for sensitive skin,0,0
2025-11-26 16:54:00,10009,item_BEAU_01395,F,18-24,Shenzhen,Web,ad,Beauty,PureSkin,67.23,8,7,0.22,Facial serum for sensitive skin with retinol anti-aging,0,0
2025-11-30 20:38:00,10009,item_CLOT_00516,F,18-24,Shenzhen,Web,recommendation,Clothing,BrandM,535.47,5,7,0.22,Jacket black slim fit soft cotton,0,0
2025-12-03 10:15:00,10009,item_HOME_01185,F,18-24,Shenzhen,Web,push,Home,HomeComfort,145.08,5,7,0.22,Office chair black eco-friendly minimalist design adjustable height,0,0
2025-12-03 20:18:00,10009,item_FOOD_00873,F,18-24,Shenzhen,Web,search,Food,PureLife,17.47,7,7,0.22,Dark chocolate premium quality vitamin enriched with coconut,1,0
2025-11-14 12:12:00,10010,item_SPOR_01800,M,25-34,Shenzhen,iOS,push,Sports,ProSport,482.34,6,7,0.14,Sports watch red moisture-wicking men's fit professional grade,1,1
2025-11-27 18:19:00,10010,item_BEAU_01341,M,25-34,Shenzhen,iOS,ad,Beauty,GlowLab,835.48,3,7,0.14,Night cream for dry skin cruelty-free with retinol,1,0
2025-12-02 14:19:00,10010,item_HOME_01019,M,25-34,Shenzhen,iOS,recommendation,Home,CozySpace,408.36,9,7,0.14,Desk lamp with lumbar support easy assembly eco-friendly,0,0
2025-12-10 19:59:00,10010,item_BEAU_01639,M,25-34,Shenzhen,iOS,push,Beauty,GlowLab,763.49,9,7,0.14,Toner 30ml travel size paraben-free with retinol,0,0
2025-11-19 00:48:00,10011,item_HOME_01195,F,35-44,Shanghai,iOS,search,Home,CozySpace,787.63,5,7,0.1,Throw blanket white contemporary with LED light,0,0
2025-11-30 00:55:00,10011,item_CLOT_00379,F,35-44,Shanghai,iOS,recommendation,Clothing,BrandD,874.9,10,7,0.1,Blazer athletic fit business casual,0,0
2025-12-06 03:13:00,10011,item_CLOT_00615,F,35-44,Shanghai,iOS,search,Clothing,BrandD,751.82,5,7,0.1,Sweater burgundy classic design moisture-wicking,0,0
2025-12-10 20:10:00,10011,item_FOOD_00760,F,35-44,Shanghai,iOS,push,Food,NatureBest,709.02,4,7,0.1,Green tea high protein premium quality organic certified,0,0
2025-12-11 19:13:00,10011,item_FOOD_00872,F,35-44,Shanghai,iOS,organic,Food,BrandZ,670.14,6,7,0.1,Nuts mix with almonds 500g pack,0,0
2025-12-01 15:57:00,10012,item_HOME_01075,F,35-44,Shenzhen,Android,organic,Home,HomeComfort,825.22,6,3,0.16,Plant pot with LED light contemporary space-saving,0,0
2025-12-03 17:38:00,10012,item_SPOR_01712,F,35-44,Shenzhen,Android,recommendation,Sports,ProSport,22.4,7,3,0.16,Yoga mat blue unisex design professional grade,1,1
2025-11-12 15:34:00,10013,item_CLOT_00483,M,25-34,Chengdu,Android,organic,Clothing,UrbanWear,244.35,4,1,0.16,Hoodie premium blend athletic fit,0,0
2025-11-13 01:35:00,10013,item_ELEC_00261,M,25-34,Chengdu,Android,ad,Electronics,BrandX,624.94,5,1,0.16,USB cable white waterproof IPX7 premium sound with touch controls,0,0
2025-11-28 03:34:00,10013,item_SPOR_01955,M,25-34,Chengdu,Android,ad,Sports,BrandU,473.87,8,1,0.16,Running shoes professional grade for CrossFit,0,0
2025-11-12 11:48:00,10014,item_HOME_01101,F,18-24,Hangzhou,iOS,ad,Home,BrandY,956.44,8,7,0.04,Throw blanket large capacity durable material with LED light,0,0
2025-11-14 23:32:00,10014,item_FOOD_00795,F,18-24,Hangzhou,iOS,ad,Food,BrandC,342.97,7,7,0.04,Dark chocolate premium quality with almonds high fiber,0,0
2025-11-17 22:15:00,10014,item_BEAU_01516,F,18-24,Hangzhou,iOS,push,Beauty,PureSkin,127.75,7,7,0.04,Night cream brightening for sensitive skin cruelty-free,0,0
2025-12-09 11:25:00,10014,item_FOOD_00850,F,18-24,Hangzhou,iOS,search,Food,BrandC,239.3,1,7,0.04,Nuts mix premium quality gluten-free with coconut,0,0
2025-12-12 09:37:00,10014,item_SPOR_01800,F,18-24,Hangzhou,iOS,push,Sports,ProSport,424.1,7,7,0.04,Sports watch red moisture-wicking men's fit professional grade,0,0
2025-11-13 13:22:00,10015,item_ELEC_00197,M,55+,Shanghai,Android,organic,Electronics,SoundMax,584.82,3,6,0.07,Smart watch blue HD quality 24h battery waterproof IPX7,0,0
2025-11-15 20:16:00,10015,item_ELEC_00322,M,55+,Shanghai,Android,organic,Electronics,BrandX,302.01,6,6,0.07,Phone case Bluetooth 5.0 24h battery,0,0
2025-11-18 03:09:00,10015,item_ELEC_00060,M,55+,Shanghai,Android,ad,Electronics,EliteGear,419.24,8,6,0.07,Power bank silver HD quality dustproof 48h battery,0,0
2025-11-26 06:51:00,10015,item_ELEC_00197,M,55+,Shanghai,Android,ad,Electronics,SoundMax,733.84,10,6,0.07,Smart watch blue HD quality 24h battery waterproof IPX7,0,0
2025-11-19 16:12:00,10016,item_ELEC_00282,F,35-44,Guangzhou,Android,ad,Electronics,BrandX,476.26,5,6,0.19,Phone case black shockproof ultra HD,0,0
2025-11-24 18:15:00,10016,item_ELEC_00114,F,35-44,Guangzhou,Android,organic,Electronics,EliteGear,1157.66,2,6,0.19,Webcam with voice assistant premium sound 24h battery,0,0
2025-12-01 06:31:00,10016,item_BEAU_01550,F,35-44,Guangzhou,Android,search,Beauty,BrandN,207.31,2,6,0.19,Lip balm hydrating formula with retinol,0,0
2025-12-06 20:59:00,10016,item_SPOR_01779,F,35-44,Guangzhou,Android,ad,Sports,BrandU,280.23,1,6,0.19,Gym bag moisture-wicking unisex design arch support,0,0
2025-11-26 13:27:00,10017,item_CLOT_00434,F,35-44,Shenzhen,iOS,search,Clothing,BrandM,486.54,8,1,0.12,Cardigan gray soft cotton with zipper regular fit,0,0
2025-11-28 08:48:00,10017,item_FOOD_00730,F,35-44,Shenzhen,iOS,organic,Food,PureLife,778.78,7,1,0.12,Protein bar premium quality with coconut,0,0
2025-12-01 17:57:00,10017,item_CLOT_00353,F,35-44,Shenzhen,iOS,recommendation,Clothing,StyleCo,196.6,7,1,0.12,Shorts white breathable fabric sleeveless casual style,0,0
2025-12-08 22:55:00,10017,item_BEAU_01463,F,35-44,Shenzhen,iOS,search,Beauty,BrandN,415.29,7,1,0.12,Lip balm anti-aging for all skin types,0,0
2025-12-09 09:46:00,10017,item_CLOT_00654,F,35-44,Shenzhen,iOS,ad,Clothing,ClassicFit,499.16,3,1,0.12,Sweater casual style athletic fit sleeveless,0,0
2025-12-09 19:24:00,10017,item_CLOT_00537,F,35-44,Shenzhen,iOS,organic,Clothing,ClassicFit,68.44,10,1,0.12,Cotton t-shirt gray pullover style regular fit,0,0
2025-12-10 03:38:00,10017,item_CLOT_00581,F,35-44,Shenzhen,iOS,ad,Clothing,StyleCo,169.02,1,1,0.12,Dress shirt white slim fit short sleeve,0,0
2025-11-15 21:17:00,10018,item_HOME_01195,M,18-24,Shanghai,Web,ad,Home,CozySpace,764.78,1,5,0.02,Throw blanket white contemporary with LED light,0,0
2025-11-16 10:38:00,10018,item_HOME_01134,M,18-24,Shanghai,Web,search,Home,BrandB,480.05,2,5,0.02,Plant pot walnut durable material with LED light compact size,0,0
2025-11-17 12:15:00,10018,item_HOME_01079,M,18-24,Shanghai,Web,search,Home,BrandY,443.39,10,5,0.02,Cushion oak easy assembly premium quality,0,0
2025-11-18 03:19:00,10018,item_HOME_01053,M,18-24,Shanghai,Web,recommendation,Home,BrandB,963.62,1,5,0.02,Desk lamp easy assembly rustic charm,0,0
2025-11-20 20:07:00,10018,item_CLOT_00446,M,18-24,Shanghai,Web,ad,Clothing,StyleCo,753.35,1,5,0.02,Cardigan navy soft cotton regular fit,0,0
2025-12-04 18:16:00,10018,item_HOME_01122,M,18-24,Shanghai,Web,push,Home,ModernLiving,421.45,3,5,0.02,Picture frame rustic charm premium quality with LED light,0,0
2025-12-04 05:13:00,10019,item_FOOD_00893,M,55+,Beijing,iOS,search,Food,BrandZ,121.73,7,0,0.17,Quinoa 1kg pack with chia seeds fair trade,0,0
2025-11-17 22:28:00,10020,item_BEAU_01571,F,25-34,Beijing,Web,search,Beauty,BeautyEssence,310.95,7,7,0.28,Sunscreen for oily skin 100ml bottle dermatologist tested,0,0
2025-11-22 00:41:00,10020,item_SPOR_01730,F,25-34,Beijing,Web,recommendation,Sports,ProSport,1089.18,3,7,0.28,Sports watch red lightweight for running,0,0
2025-11-22 17:14:00,10020,item_SPOR_01890,F,25-34,Beijing,Web,organic,Sports,BrandS,238.76,4,7,0.28,Sports watch purple women's fit moisture-wicking for training,0,0
2025-12-01 01:07:00,10020,item_HOME_01116,F,25-34,Beijing,Web,search,Home,ModernLiving,500.85,1,7,0.28,Candle gray rustic charm durable material,0,0
2025-12-06 11:32:00,10020,item_HOME_01047,F,25-34,Beijing,Web,push,Home,HomeComfort,751.3,8,7,0.28,Throw blanket contemporary adjustable height eco-friendly,0,0
2025-12-12 12:59:00,10020,item_ELEC_00316,F,25-34,Beijing,Web,organic,Electronics,TechPro,919.41,8,7,0.28,USB cable red USB-C with touch controls dustproof,0,0
2025-12-12 20:36:00,10020,item_HOME_01183,F,25-34,Beijing,Web,search,Home,BrandB,166.2,7,7,0.28,Office chair gray eco-friendly contemporary ergonomic design,0,0
2025-11-13 22:43:00,10021,item_BEAU_01534,F,45-54,Chengdu,Android,search,Beauty,PureSkin,1023.86,4,4,0.18,Face mask for oily skin with niacinamide,0,0
2025-11-14 07:11:00,10021,item_FOOD_00723,F,45-54,Chengdu,Android,ad,Food,BrandC,544.49,7,4,0.18,Dried fruits artisan made with almonds,0,0
2025-11-18 02:51:00,10021,item_BEAU_01371,F,45-54,Chengdu,Android,search,Beauty,GlowLab,307.1,8,4,0.18,Essence cruelty-free with vitamin C jumbo size,0,0
2025-11-22 11:42:00,10021,item_HOME_01063,F,45-54,Chengdu,Android,push,Home,BrandY,522.13,7,4,0.18,Desk lamp durable material with storage,0,0
2025-11-29 17:52:00,10021,item_HOME_01259,F,45-54,Chengdu,Android,search,Home,BrandY,788.33,1,4,0.18,Candle gray with lumbar support ergonomic design rustic charm,0,0
2025-11-15 05:03:00,10022,item_FOOD_00765,F,25-34,Hangzhou,Web,push,Food,GreenChoice,51.98,7,1,0.24,Green tea vitamin enriched family size,1,1
2025-12-03 21:15:00,10022,item_FOOD_00923,F,25-34,Hangzhou,Web,search,Food,NatureBest,143.47,4,1,0.24,Quinoa vegan with mixed berries high fiber,1,0
2025-12-10 00:48:00,10022,item_CLOT_00561,F,25-34,Hangzhou,Web,push,Clothing,BrandM,125.4,10,1,0.24,Jacket regular fit business casual long sleeve,0,0
2025-11-14 11:46:00,10023,item_ELEC_00050,F,25-34,Beijing,Android,ad,Electronics,SoundMax,756.32,7,3,0.14,Keyboard Lightning port sweatproof,0,0
2025-11-20 07:30:00,10023,item_ELEC_00083,F,25-34,Beijing,Android,search,Electronics,BrandX,56.36,9,3,0.14,Wireless earbuds rose gold 24h battery dustproof,0,0
2025-11-27 14:30:00,10023,item_CLOT_00465,F,25-34,Beijing,Android,ad,Clothing,BrandD,364.23,10,3,0.14,Jeans 3/4 sleeve with zipper classic design,0,0
2025-11-28 07:41:00,10023,item_SPOR_01756,F,25-34,Beijing,Android,search,Sports,FitGear,346.79,9,3,0.14,Water bottle adjustable strap cushioned sole,0,0
2025-12-01 16:16:00,10023,item_CLOT_00492,F,25-34,Beijing,Android,search,Clothing,BrandD,317.65,3,3,0.14,Jeans with zipper soft cotton sleeveless,1,1
2025-12-06 06:58:00,10023,item_HOME_01249,F,25-34,Beijing,Android,search,Home,HomeComfort,387.51,8,3,0.14,Clock adjustable height with storage premium quality,0,0
2025-12-07 18:26:00,10023,item_BEAU_01457,F,25-34,Beijing,Android,search,Beauty,BeautyEssence,58.71,7,3,0.14,Sunscreen dermatologist tested for sensitive skin 30ml travel size,1,1
2025-12-09 01:21:00,10023,item_BEAU_01334,F,25-34,Beijing,Android,push,Beauty,GlowLab,226.64,7,3,0.14,Lip balm for all skin types jumbo size with niacinamide,1,0
2025-11-15 00:54:00,10024,item_CLOT_00530,M,45-54,Hangzhou,Android,push,Clothing,ClassicFit,878.97,10,2,0.3,Cardigan black with pockets 3/4 sleeve,1,0
2025-11-16 09:26:00,10024,item_SPOR_01703,M,45-54,Hangzhou,Android,organic,Sports,FitGear,426.23,4,2,0.3,Water bottle neon green for running quick-dry durable construction,1,1
2025-11-18 07:21:00,10024,item_ELEC_00236,M,45-54,Hangzhou,Android,organic,Electronics,BrandA,777.16,5,2,0.3,Wireless mouse red with voice assistant 48h battery,0,0
2025-11-30 13:59:00,10024,item_ELEC_00310,M,45-54,Hangzhou,Android,organic,Electronics,EliteGear,602.52,10,2,0.3,Power bank silver 4K resolution with touch controls,1,0
2025-12-01 00:47:00,10024,item_HOME_01096,M,45-54,Hangzhou,Android,push,Home,ModernLiving,459.99,3,2,0.3,Mirror adjustable height with lumbar support,0,0
2025-12-03 11:54:00,10024,item_HOME_01022,M,45-54,Hangzhou,Android,search,Home,ModernLiving,944.5,10,2,0.3,Throw blanket durable material vintage style,0,0
2025-11-16 06:33:00,10025,item_HOME_01184,F,35-44,Guangzhou,iOS,push,Home,CozySpace,345.75,10,5,0.28,Mirror with LED light compact size contemporary,1,0
2025-11-17 00:30:00,10025,item_CLOT_00549,F,35-44,Guangzhou,iOS,search,Clothing,UrbanWear,102.35,2,5,0.28,Hoodie black oversized breathable fabric,0,0
2025-11-18 00:00:00,10025,item_HOME_01054,F,35-44,Guangzhou,iOS,push,Home,ModernLiving,521.44,9,5,0.28,Candle large capacity ergonomic design,0,0
2025-11-26 01:58:00,10025,item_ELEC_00046,F,35-44,Guangzhou,iOS,recommendation,Electronics,BrandX,792.78,2,5,0.28,USB cable USB-C 48h battery with ANC,1,1
2025-11-28 22:29:00,10025,item_BEAU_01409,F,35-44,Guangzhou,iOS,push,Beauty,BeautyEssence,153.29,7,5,0.28,Facial serum hydrating formula with niacinamide,1,0
2025-11-29 21:52:00,10025,item_ELEC_00013,F,35-44,Guangzhou,iOS,search,Electronics,TechPro,647.6,1,5,0.28,Keyboard blue dustproof Bluetooth 5.0 48h battery,1,0
2025-12-10 21:33:00,10025,item_SPOR_01767,F,35-44,Guangzhou,iOS,organic,Sports,BrandU,442.77,7,5,0.28,Resistance bands black arch support ergonomic grip,0,0
2025-12-12 03:59:00,10025,item_CLOT_00379,F,35-44,Guangzhou,iOS,push,Clothing,BrandD,894.65,10,5,0.28,Blazer athletic fit business casual,1,0
2025-11-12 00:05:00,10026,item_SPOR_01929,F,25-34,Guangzhou,iOS,push,Sports,ProSport,337.42,3,7,0.26,Resistance bands for yoga ergonomic grip,0,0
2025-11-22 18:51:00,10026,item_FOOD_00806,F,25-34,Guangzhou,iOS,push,Food,BrandC,555.57,7,7,0.26,Green tea 1kg pack organic certified fair trade,0,0
2025-12-12 00:13:00,10026,item_FOOD_00990,F,25-34,Guangzhou,iOS,ad,Food,BrandC,10.04,10,7,0.26,Protein bar organic certified low sugar fair trade,0,0
2025-11-24 20:29:00,10027,item_HOME_01307,M,35-44,Hangzhou,Web,push,Home,BrandY,830.78,2,1,0.22,Clock easy assembly minimalist design,0,0
2025-11-29 18:03:00,10027,item_HOME_01009,M,35-44,Hangzhou,Web,search,Home,HomeComfort,399.47,8,1,0.22,Picture frame white handcrafted contemporary,0,0
2025-12-04 09:02:00,10027,item_ELEC_00123,M,35-44,Hangzhou,Web,ad,Electronics,SoundMax,762.81,2,1,0.22,Webcam with ANC premium sound,0,0
2025-12-12 21:39:00,10027,item_ELEC_00021,M,35-44,Hangzhou,Web,ad,Electronics,BrandX,15.96,8,1,0.22,Wireless mouse ultra HD dustproof,1,0
2025-11-15 11:18:00,10028,item_FOOD_00794,M,55+,Beijing,Web,ad,Food,BrandZ,483.7,2,6,0.12,Dried fruits organic certified premium quality,1,0
2025-11-20 10:45:00,10028,item_BEAU_01561,M,55+,Beijing,Web,search,Beauty,BrandN,631.09,10,6,0.12,Sunscreen for sensitive skin cruelty-free,0,0
2025-12-04 01:31:00,10028,item_CLOT_00471,M,55+,Beijing,Web,push,Clothing,ClassicFit,137.3,8,6,0.12,Blazer 3/4 sleeve with pockets,1,0
2025-11-17 06:55:00,10029,item_SPOR_01752,M,55+,Guangzhou,Web,ad,Sports,ActiveLife,343.66,5,3,0.25,Jump rope neon green men's fit durable construction for CrossFit,0,0
2025-11-18 14:27:00,10029,item_FOOD_00945,M,55+,Guangzhou,Web,push,Food,GreenChoice,493.1,2,3,0.25,Dark chocolate with chia seeds premium quality,0,0
2025-11-22 08:36:00,10029,item_SPOR_01964,M,55+,Guangzhou,Web,organic,Sports,BrandU,122.24,10,3,0.25,Gym bag neon green women's fit lightweight for CrossFit,0,0
2025-12-05 03:33:00,10029,item_CLOT_00660,M,55+,Guangzhou,Web,organic,Clothing,UrbanWear,163.56,3,3,0.25,Cotton t-shirt business casual regular fit,1,0
2025-12-12 00:35:00,10029,item_ELEC_00022,M,55+,Guangzhou,Web,ad,Electronics,BrandA,623.36,5,3,0.25,Phone case white USB-C with touch controls ultra HD,1,0
2025-11-13 10:04:00,10030,item_FOOD_00786,F,18-24,Guangzhou,Android,search,Food,GreenChoice,606.75,2,7,0.08,Quinoa premium quality organic certified with chia seeds,1,0
2025-11-18 08:00:00,10030,item_FOOD_00903,F,18-24,Guangzhou,Android,push,Food,BrandZ,1100.89,7,7,0.08,Coffee beans with almonds 500g pack locally sourced,0,0
2025-11-21 11:48:00,10030,item_FOOD_00874,F,18-24,Guangzhou,Android,organic,Food,GreenChoice,239.74,5,7,0.08,Dark chocolate locally sourced gluten-free,0,0
2025-11-21 12:19:00,10030,item_FOOD_00998,F,18-24,Guangzhou,Android,recommendation,Food,GreenChoice,1065.38,10,7,0.08,Coffee beans artisan made with chia seeds organic certified,0,0
2025-11-25 06:30:00,10030,item_FOOD_00690,F,18-24,Guangzhou,Android,organic,Food,BrandZ,461.86,9,7,0.08,Green tea 1kg pack with chia seeds non-GMO,0,0
2025-12-07 16:29:00,10030,item_FOOD_00900,F,18-24,Guangzhou,Android,push,Food,PureLife,530.53,2,7,0.08,Dark chocolate non-GMO 500g pack with chia seeds,0,0
2025-12-09 20:12:00,10030,item_FOOD_00941,F,18-24,Guangzhou,Android,recommendation,Food,BrandC,756.93,6,7,0.08,Green tea vegan artisan made with chia seeds,0,0
2025-12-11 14:12:00,10030,item_CLOT_00590,F,18-24,Guangzhou,Android,search,Clothing,BrandM,1153.03,2,7,0.08,Cotton t-shirt navy with buttons premium blend,0,0
2025-11-22 16:25:00,10031,item_CLOT_00365,M,35-44,Chengdu,iOS,recommendation,Clothing,BrandM,231.72,3,7,0.28,Hoodie slim fit with buttons soft cotton,1,1
2025-11-29 03:08:00,10031,item_ELEC_00156,M,35-44,Chengdu,iOS,organic,Electronics,BrandX,374.7,10,7,0.28,Power bank fast charging shockproof with voice assistant,0,0
2025-12-01 12:14:00,10031,item_ELEC_00255,M,35-44,Chengdu,iOS,search,Electronics,EliteGear,1033.51,2,7,0.28,Power bank dustproof premium sound USB-C,0,0
2025-12-02 19:37:00,10031,item_HOME_01167,M,35-44,Chengdu,iOS,organic,Home,BrandB,668.11,10,7,0.28,Clock natural wood compact size contemporary modern style,0,0
2025-12-04 05:35:00,10031,item_ELEC_00045,M,35-44,Chengdu,iOS,organic,Electronics,TechPro,584.58,8,7,0.28,Wireless earbuds blue with transparency mode Bluetooth 5.0 shockproof,0,0
2025-12-11 09:07:00,10031,item_CLOT_00405,M,35-44,Chengdu,iOS,recommendation,Clothing,BrandD,403.22,8,7,0.28,Sweater short sleeve athletic fit,0,0
2025-11-13 14:57:00,10032,item_HOME_01125,M,45-54,Beijing,Web,recommendation,Home,BrandY,873.92,4,7,0.29,Office chair with armrests adjustable height large capacity,0,0
